Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	1/37	0.1663230817512098	0.3070937347417589	0	0	5.689003436426117	10.205065817539719	SP100
RNA Stabilization (GO:0043489)	1/37	0.1663230817512098	0.3070937347417589	0	0	5.689003436426117	10.205065817539719	GDNF
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	0.1663230817512098	0.3070937347417589	0	0	5.689003436426117	10.205065817539719	APLN
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/37	0.1663230817512098	0.3070937347417589	0	0	5.689003436426117	10.205065817539719	APLN
Neuron Development (GO:0048666)	2/150	0.16746540110247005	0.3083415881023195	0	0	2.780686936936937	4.969027798331472	GDNF;TDP2
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)	1/38	0.17041566400362537	0.30946360963295705	0	0	5.53496795764837	9.794207408116323	RELN
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)	1/38	0.17041566400362537	0.30946360963295705	0	0	5.53496795764837	9.794207408116323	SELL
Cellular Response To Type I Interferon (GO:0071357)	1/38	0.17041566400362537	0.30946360963295705	0	0	5.53496795764837	9.794207408116323	SP100
Connective Tissue Development (GO:0061448)	1/38	0.17041566400362537	0.30946360963295705	0	0	5.53496795764837	9.794207408116323	CD44
Positive Regulation Of Bone Mineralization (GO:0030501)	1/38	0.17041566400362537	0.30946360963295705	0	0	5.53496795764837	9.794207408116323	BMP6
Epithelium Development (GO:0060429)	2/154	0.17442709260356992	0.3117210962541154	0	0	2.7069627192982457	4.727029404259761	EHF;DHRS9
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799)	1/39	0.17448835947658503	0.3117210962541154	0	0	5.38903960933261	9.408709420253592	N4BP1
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	1/39	0.17448835947658503	0.3117210962541154	0	0	5.38903960933261	9.408709420253592	TREML4
Vitamin Transport (GO:0051180)	1/39	0.17448835947658503	0.3117210962541154	0	0	5.38903960933261	9.408709420253592	CD320
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	1/39	0.17448835947658503	0.3117210962541154	0	0	5.38903960933261	9.408709420253592	N4BP1
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097)	1/39	0.17448835947658503	0.3117210962541154	0	0	5.38903960933261	9.408709420253592	RELN
Positive Regulation Of Response To External Stimulus (GO:0032103)	2/155	0.1761749637730325	0.31388585189750534	0	0	2.6891339869281046	4.669083280770389	NLRP10;BMP6
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	1/40	0.178541263849713	0.3147087344124274	0	0	5.250594766058684	9.046436299448686	SLFN11
Regulation Of Protein Dephosphorylation (GO:0035304)	1/40	0.178541263849713	0.3147087344124274	0	0	5.250594766058684	9.046436299448686	LILRB2
Cellular Response To Heat (GO:0034605)	1/40	0.178541263849713	0.3147087344124274	0	0	5.250594766058684	9.046436299448686	TCIM
Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	1/40	0.178541263849713	0.3147087344124274	0	0	5.250594766058684	9.046436299448686	BMP6
Negative Regulation Of mRNA Catabolic Process (GO:1902373)	1/41	0.182574472256494	0.318421441059479	0	0	5.119072164948453	8.705479391213508	GDNF
Positive Regulation Of Ossification (GO:0045778)	1/41	0.182574472256494	0.318421441059479	0	0	5.119072164948453	8.705479391213508	BMP6
Positive Regulation Of Viral Process (GO:0048524)	1/41	0.182574472256494	0.318421441059479	0	0	5.119072164948453	8.705479391213508	CD209
Carbohydrate Catabolic Process (GO:0016052)	1/41	0.182574472256494	0.318421441059479	0	0	5.119072164948453	8.705479391213508	PKLR
Response To Lipopolysaccharide (GO:0032496)	2/159	0.183194159505683	0.3186614195612012	0	0	2.6200902335456475	4.446839959275216	RPS6KA3;LILRB2
Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	1/42	0.18658807947282638	0.32118416805088085	0	0	4.993965300477747	8.384128010348471	RELN
Lipid Modification (GO:0030258)	1/42	0.18658807947282638	0.32118416805088085	0	0	4.993965300477747	8.384128010348471	SGPP2
Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	1/42	0.18658807947282638	0.32118416805088085	0	0	4.993965300477747	8.384128010348471	GDNF
Collagen Fibril Organization (GO:0030199)	1/42	0.18658807947282638	0.32118416805088085	0	0	4.993965300477747	8.384128010348471	ADAMTS2
Nitrogen Compound Transport (GO:0071705)	2/163	0.19025445373819214	0.3238427270410762	0	0	2.554477225672878	4.238881301473915	SLC15A3;CD320
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	1/43	0.19058217975639732	0.3238427270410762	0	0	4.87481590574374	8.080844796889387	SLFN11
Positive Regulation Of miRNA Transcription (GO:1902895)	1/43	0.19058217975639732	0.3238427270410762	0	0	4.87481590574374	8.080844796889387	APLN
Positive Regulation Of Biomineral Tissue Development (GO:0070169)	1/43	0.19058217975639732	0.3238427270410762	0	0	4.87481590574374	8.080844796889387	BMP6
Regulation Of Cellular Component Size (GO:0032535)	1/43	0.19058217975639732	0.3238427270410762	0	0	4.87481590574374	8.080844796889387	RAP1GAP2
Negative Regulation Of Immune System Process (GO:0002683)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	LILRB2
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	CD44
Positive Regulation Of Osteoblast Differentiation (GO:0045669)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	BMP6
Neural Crest Cell Development (GO:0014032)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	GDNF
Bone Development (GO:0060348)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	BMP6
Regulation Of Transport (GO:0051049)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	CLDN10
Regulation Of Viral Entry Into Host Cell (GO:0046596)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	TMPRSS2
Regulation Of Cell-Substrate Adhesion (GO:0010810)	1/44	0.19455686695237187	0.32393473313732446	0	0	4.761208343322944	7.794244625059676	BST1
I-kappaB kinase/NF-kappaB Signaling (GO:0007249)	1/45	0.1985122344186395	0.32886362644290906	0	0	4.652764761012183	7.523076495426043	BCL3
Regulation Of Stem Cell Differentiation (GO:2000736)	1/45	0.1985122344186395	0.32886362644290906	0	0	4.652764761012183	7.523076495426043	GDNF
Vacuolar Transport (GO:0007034)	1/46	0.2024483751456497	0.33205552350192175	0	0	4.54914089347079	7.266207923932136	VPS13C
Male Gonad Development (GO:0008584)	1/46	0.2024483751456497	0.33205552350192175	0	0	4.54914089347079	7.266207923932136	KITLG
Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	1/46	0.2024483751456497	0.33205552350192175	0	0	4.54914089347079	7.266207923932136	CD44
Development Of Primary Male Sexual Characteristics (GO:0046546)	1/46	0.2024483751456497	0.33205552350192175	0	0	4.54914089347079	7.266207923932136	KITLG
Regulation Of Interleukin-2 Production (GO:0032663)	1/47	0.2063653815917961	0.3368086845238944	0	0	4.450022411474675	7.022611447786596	CR1
Bicellular Tight Junction Assembly (GO:0070830)	1/47	0.2063653815917961	0.3368086845238944	0	0	4.450022411474675	7.022611447786596	CLDN10
Positive Regulation Of Cytokine Production (GO:0001819)	3/320	0.2072175157833308	0.3373664481102997	0	0	1.9510210858376225	3.070880336299761	NLRP10;LILRB2;LURAP1
Cellular Defense Response (GO:0006968)	1/48	0.21026334584786519	0.33981435600351806	0	0	4.355121737223075	6.791352910221466	LILRB2
Regulation Of DNA Binding (GO:0051101)	1/48	0.21026334584786519	0.33981435600351806	0	0	4.355121737223075	6.791352910221466	SP100
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	1/48	0.21026334584786519	0.33981435600351806	0	0	4.355121737223075	6.791352910221466	SPRY1
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	1/49	0.21414235950352403	0.3419036222991048	0	0	4.264175257731959	6.571581270407724	APLN
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	1/49	0.21414235950352403	0.3419036222991048	0	0	4.264175257731959	6.571581270407724	BMP6
Interferon-Mediated Signaling Pathway (GO:0140888)	1/49	0.21414235950352403	0.3419036222991048	0	0	4.264175257731959	6.571581270407724	SP100
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	1/49	0.21414235950352403	0.3419036222991048	0	0	4.264175257731959	6.571581270407724	BCL3
Negative Regulation Of DNA Metabolic Process (GO:0051053)	1/49	0.21414235950352403	0.3419036222991048	0	0	4.264175257731959	6.571581270407724	SLFN11
Regulation Of Interleukin-12 Production (GO:0032655)	1/50	0.21800251374840374	0.3447360325064471	0	0	4.176940879444562	6.362519703204576	HLA-B
Intracellular Iron Ion Homeostasis (GO:0006879)	1/50	0.21800251374840374	0.3447360325064471	0	0	4.176940879444562	6.362519703204576	BMP6
Pyruvate Metabolic Process (GO:0006090)	1/50	0.21800251374840374	0.3447360325064471	0	0	4.176940879444562	6.362519703204576	PKLR
Positive Regulation Of Cell Death (GO:0010942)	1/50	0.21800251374840374	0.3447360325064471	0	0	4.176940879444562	6.362519703204576	HBZ
SMAD Protein Signal Transduction (GO:0060395)	1/51	0.22184389935996673	0.34914004161175716	0	0	4.09319587628866	6.163457809701746	BMP6
Negative Regulation Of MAP Kinase Activity (GO:0043407)	1/51	0.22184389935996673	0.34914004161175716	0	0	4.09319587628866	6.163457809701746	SPRY1
Negative Regulation Of Innate Immune Response (GO:0045824)	1/52	0.22566660663104637	0.35263741603574855	0	0	4.012734990903578	5.9737447802585715	CR1
Negative Regulation Of Response To Stimulus (GO:0048585)	1/52	0.22566660663104637	0.35263741603574855	0	0	4.012734990903578	5.9737447802585715	VPS13C
Cartilage Development (GO:0051216)	1/52	0.22566660663104637	0.35263741603574855	0	0	4.012734990903578	5.9737447802585715	CD44
Tight Junction Assembly (GO:0120192)	1/53	0.2294707254570178	0.3543928727268429	0	0	3.9353687549563836	5.792783373999554	CLDN10
Gonad Development (GO:0008406)	1/53	0.2294707254570178	0.3543928727268429	0	0	3.9353687549563836	5.792783373999554	KITLG
Negative Regulation Of Viral Genome Replication (GO:0045071)	1/53	0.2294707254570178	0.3543928727268429	0	0	3.9353687549563836	5.792783373999554	N4BP1
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	1/53	0.2294707254570178	0.3543928727268429	0	0	3.9353687549563836	5.792783373999554	BCL3
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	1/53	0.2294707254570178	0.3543928727268429	0	0	3.9353687549563836	5.792783373999554	TCIM
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	2/186	0.2314466740584771	0.35607954792941704	0	0	2.2325634057971016	3.2671461958986163	LILRB2;APLN
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321)	1/54	0.23325634531533673	0.35607954792941704	0	0	3.8609219996109707	5.6200246083287	N4BP1
Negative Regulation Of Protein Ubiquitination (GO:0031397)	1/54	0.23325634531533673	0.35607954792941704	0	0	3.8609219996109707	5.6200246083287	N4BP1
Apical Junction Assembly (GO:0043297)	1/54	0.23325634531533673	0.35607954792941704	0	0	3.8609219996109707	5.6200246083287	CLDN10
Peptidyl-Tyrosine Modification (GO:0018212)	1/54	0.23325634531533673	0.35607954792941704	0	0	3.8609219996109707	5.6200246083287	RELN
Neuron Migration (GO:0001764)	1/55	0.2370235551881547	0.35934075683341804	0	0	3.7892325315005726	5.4549630625325705	RELN
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	1/55	0.2370235551881547	0.35934075683341804	0	0	3.7892325315005726	5.4549630625325705	CD44
Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)	1/55	0.2370235551881547	0.35934075683341804	0	0	3.7892325315005726	5.4549630625325705	RELN
post-Golgi Vesicle-Mediated Transport (GO:0006892)	1/56	0.24077244376549134	0.36252980712753935	0	0	3.720149953139644	5.297132709549115	VPS13C
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	1/56	0.24077244376549134	0.36252980712753935	0	0	3.720149953139644	5.297132709549115	RPS6KA3
Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)	1/56	0.24077244376549134	0.36252980712753935	0	0	3.720149953139644	5.297132709549115	BST1
Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	1/57	0.244503099154247	0.36482290867033246	0	0	3.6535346097201766	5.146103219812559	TDRD7
Membrane Lipid Biosynthetic Process (GO:0046467)	1/57	0.244503099154247	0.36482290867033246	0	0	3.6535346097201766	5.146103219812559	SGPP2
Regulation Of Calcium Ion Transport (GO:0051924)	1/57	0.244503099154247	0.36482290867033246	0	0	3.6535346097201766	5.146103219812559	LILRB2
Signal Transduction In Response To DNA Damage (GO:0042770)	1/57	0.244503099154247	0.36482290867033246	0	0	3.6535346097201766	5.146103219812559	BCL3
Response To Organic Cyclic Compound (GO:0014070)	1/58	0.2482156091537258	0.3686977924732871	0	0	3.589256646771568	5.001476661240363	ALPL
Regulation Of Bone Mineralization (GO:0030500)	1/58	0.2482156091537258	0.3686977924732871	0	0	3.589256646771568	5.001476661240363	BMP6
Endomembrane System Organization (GO:0010256)	2/196	0.24955575717208467	0.36985729930660977	0	0	2.116408934707904	2.937729915348766	ATP8B4;CR1
Regulation Of miRNA Transcription (GO:1902893)	1/59	0.25191006117237813	0.3708520054230333	0	0	3.527195165303946	4.862884559804865	APLN
Phospholipid Transport (GO:0015914)	1/59	0.25191006117237813	0.3708520054230333	0	0	3.527195165303946	4.862884559804865	ATP8B4
Regulation Of Cell Death (GO:0010941)	1/59	0.25191006117237813	0.3708520054230333	0	0	3.527195165303946	4.862884559804865	HBZ
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	1/60	0.25558654205816445	0.3745957966750481	0	0	3.4672374628691247	4.729985272302349	SP100
Response To Retinoic Acid (GO:0032526)	1/60	0.25558654205816445	0.3745957966750481	0	0	3.4672374628691247	4.729985272302349	HSD17B2
BMP Signaling Pathway (GO:0030509)	1/61	0.25924513835945845	0.3766176625397847	0	0	3.409278350515464	4.602461626806041	BMP6
Positive Regulation Of Interleukin-8 Production (GO:0032757)	1/61	0.25924513835945845	0.3766176625397847	0	0	3.409278350515464	4.602461626806041	NLRP10
Negative Regulation Of Viral Process (GO:0048525)	1/61	0.25924513835945845	0.3766176625397847	0	0	3.409278350515464	4.602461626806041	N4BP1
Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393)	1/61	0.25924513835945845	0.3766176625397847	0	0	3.409278350515464	4.602461626806041	BMP6
Regulation Of Translation (GO:0006417)	2/202	0.26044667607968947	0.3775334493172691	0	0	2.0522916666666666	2.761065241146083	RPS6KA3;BCL3
Regulation Of T Cell Activation (GO:0050863)	1/62	0.2628859362223205	0.38023545698676986	0	0	3.353219536927497	4.480018809740678	CD209
Telomere Organization (GO:0032200)	1/63	0.2665090212957127	0.38463419885691286	0	0	3.2989690721649483	4.362382465759548	SP100
Positive Regulation Of Interleukin-1 Production (GO:0032732)	1/64	0.27011447889610773	0.3889883889985342	0	0	3.2464408443789887	4.249296982984643	NLRP10
Cellular Response To Light Stimulus (GO:0071482)	1/65	0.2737023938699437	0.3915958492381662	0	0	3.1955541237113403	4.140523949487855	N4BP1
Regulation Of Translational Initiation (GO:0006446)	1/65	0.2737023938699437	0.3915958492381662	0	0	3.1955541237113403	4.140523949487855	DAZL
Regulation Of Cell-Matrix Adhesion (GO:0001952)	1/65	0.2737023938699437	0.3915958492381662	0	0	3.1955541237113403	4.140523949487855	BST1
Negative Regulation Of Endopeptidase Activity (GO:0010951)	1/66	0.2772728507525331	0.3932990436640008	0	0	3.146233148295004	4.035840754835468	CR1
Negative Regulation Of Immune Response (GO:0050777)	1/66	0.2772728507525331	0.3932990436640008	0	0	3.146233148295004	4.035840754835468	CR1
Cellular Response To BMP Stimulus (GO:0071773)	1/66	0.2772728507525331	0.3932990436640008	0	0	3.146233148295004	4.035840754835468	BMP6
Cellular Response To Type II Interferon (GO:0071346)	1/66	0.2772728507525331	0.3932990436640008	0	0	3.146233148295004	4.035840754835468	SP100
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	1/67	0.28082593355257	0.3966366283723265	0	0	3.098406747891284	3.9350393284799976	RELN
Regulation Of Viral Genome Replication (GO:0045069)	1/67	0.28082593355257	0.3966366283723265	0	0	3.098406747891284	3.9350393284799976	N4BP1
Positive Regulation Of Protein Phosphorylation (GO:0001934)	3/377	0.2815581768642945	0.39682293157206544	0	0	1.6488601182099634	2.089792001257492	RELN;BMP6;CD44
Telomere Maintenance (GO:0000723)	1/68	0.28436172598783416	0.3999214912296987	0	0	3.0520080012309587	3.837924990994313	SP100
Regulation Of Heart Contraction (GO:0008016)	1/69	0.28788031134660713	0.4023020841439901	0	0	3.0069739235900546	3.744315415160726	APLN
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	1/69	0.28788031134660713	0.4023020841439901	0	0	3.0069739235900546	3.744315415160726	RELN
Response To Molecule Of Bacterial Origin (GO:0002237)	1/69	0.28788031134660713	0.4023020841439901	0	0	3.0069739235900546	3.744315415160726	RPS6KA3
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	1/70	0.29138177245821756	0.4037806113100248	0	0	2.963245181532945	3.6540396801360706	GDNF
Protein K48-linked Ubiquitination (GO:0070936)	1/70	0.29138177245821756	0.4037806113100248	0	0	2.963245181532945	3.6540396801360706	ZNRF1
Regulation Of Notch Signaling Pathway (GO:0008593)	1/70	0.29138177245821756	0.4037806113100248	0	0	2.963245181532945	3.6540396801360706	TCIM
Regulation Of Actin Filament-Based Process (GO:0032970)	1/70	0.29138177245821756	0.4037806113100248	0	0	2.963245181532945	3.6540396801360706	BST1
Kidney Development (GO:0001822)	1/71	0.2948661918739197	0.4069030330452212	0	0	2.920765832106038	3.5669374081524774	GDNF
Myeloid Leukocyte Differentiation (GO:0002573)	1/71	0.2948661918739197	0.4069030330452212	0	0	2.920765832106038	3.5669374081524774	MT1G
Plasma Membrane Organization (GO:0007009)	1/72	0.2983336516633654	0.4108302994780928	0	0	2.879483084071439	3.4828579812315383	CR1
Positive Regulation Of Protein Modification Process (GO:0031401)	2/225	0.3021765849929593	0.41525721970965923	0	0	1.8384715994020926	2.20017932989462	RELN;LILRB2
Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	1/74	0.30521801866584986	0.41597754708892115	0	0	2.8003106905804267	3.3232097443236976	GDNF
Regulation Of mRNA Stability (GO:0043488)	1/74	0.30521801866584986	0.41597754708892115	0	0	2.8003106905804267	3.3232097443236976	GDNF
Import Into Nucleus (GO:0051170)	1/74	0.30521801866584986	0.41597754708892115	0	0	2.8003106905804267	3.3232097443236976	BCL3
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	1/74	0.30521801866584986	0.41597754708892115	0	0	2.8003106905804267	3.3232097443236976	TCIM
Regulation Of DNA Replication (GO:0006275)	1/75	0.3086350881376858	0.4189071730164483	0	0	2.7623293396489275	3.247382340330225	SLFN11
Defense Response To Gram-negative Bacterium (GO:0050829)	1/75	0.3086350881376858	0.4189071730164483	0	0	2.7623293396489275	3.247382340330225	NLRP10
Regulation Of Ras Protein Signal Transduction (GO:0046578)	1/76	0.31203552248465555	0.42119641329614993	0	0	2.725360824742268	3.1740594439298153	SPRY1
Negative Regulation Of Multicellular Organismal Process (GO:0051241)	2/231	0.3130167169817242	0.42119641329614993	0	0	1.7897561863173217	2.0787994496849573	SPRY1;N4BP1
Sphingolipid Biosynthetic Process (GO:0030148)	1/77	0.3154194017875858	0.42119641329614993	0	0	2.689365165491047	3.103129620962854	SGPP2
Regulation Of Immune Response (GO:0050776)	1/77	0.3154194017875858	0.42119641329614993	0	0	2.689365165491047	3.103129620962854	N4BP1
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	1/77	0.3154194017875858	0.42119641329614993	0	0	2.689365165491047	3.103129620962854	SPRY1
Positive Regulation Of Synaptic Transmission (GO:0050806)	1/77	0.3154194017875858	0.42119641329614993	0	0	2.689365165491047	3.103129620962854	RELN
Positive Regulation Of JNK Cascade (GO:0046330)	1/77	0.3154194017875858	0.42119641329614993	0	0	2.689365165491047	3.103129620962854	GADD45B
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	1/77	0.3154194017875858	0.42119641329614993	0	0	2.689365165491047	3.103129620962854	APLN
Regulation Of Innate Immune Response (GO:0045088)	1/78	0.31878680582822905	0.42332623278505316	0	0	2.65430445842817	3.0344877054794863	N4BP1
Organonitrogen Compound Catabolic Process (GO:1901565)	1/78	0.31878680582822905	0.42332623278505316	0	0	2.65430445842817	3.0344877054794863	ACHE
Regulation Of Cell Population Proliferation (GO:0042127)	5/766	0.322002815568842	0.42332623278505316	0	0	1.3522812371949755	1.5323983223481588	BST1;KITLG;CR1;GDNF;BMP6
Regulation Of Neuron Differentiation (GO:0045664)	1/79	0.3221378140557969	0.42332623278505316	0	0	2.620142743854084	2.9680343741099	RELN
Protein Import Into Nucleus (GO:0006606)	1/79	0.3221378140557969	0.42332623278505316	0	0	2.620142743854084	2.9680343741099	BCL3
Cellular Response To UV (GO:0034644)	1/79	0.3221378140557969	0.42332623278505316	0	0	2.620142743854084	2.9680343741099	N4BP1
Response To Insulin (GO:0032868)	1/79	0.3221378140557969	0.42332623278505316	0	0	2.620142743854084	2.9680343741099	PKLR
Negative Regulation Of Cellular Component Organization (GO:0051129)	1/79	0.3221378140557969	0.42332623278505316	0	0	2.620142743854084	2.9680343741099	BMP6
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	1/80	0.32547250541768336	0.42601450709126476	0	0	2.5868458828135195	2.903675755319197	SPRY1
Response To Type II Interferon (GO:0034341)	1/80	0.32547250541768336	0.42601450709126476	0	0	2.5868458828135195	2.903675755319197	SP100
Spindle Assembly (GO:0051225)	1/81	0.328790958588603	0.42668232788361177	0	0	2.554381443298969	2.841323066159758	STARD9
Positive Regulation Of Growth (GO:0045927)	1/81	0.328790958588603	0.42668232788361177	0	0	2.554381443298969	2.841323066159758	RPS6KA3
Activation Of Protein Kinase Activity (GO:0032147)	1/81	0.328790958588603	0.42668232788361177	0	0	2.554381443298969	2.841323066159758	ADRA2B
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	1/81	0.328790958588603	0.42668232788361177	0	0	2.554381443298969	2.841323066159758	BCL3
Regulation Of Inflammatory Response (GO:0050727)	2/240	0.3292102681098971	0.42668232788361177	0	0	1.7212885154061626	1.9124524418025515	BST1;NLRP10
Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	1/83	0.3353794629483792	0.4338274462013281	0	0	2.4918280110636157	2.7223038195129785	SPRY1
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	2/244	0.336376373495389	0.43426715406338307	0	0	1.6924931129476584	1.8440128594051253	SPRY1;CD44
Positive Regulation Of Programmed Cell Death (GO:0043068)	2/245	0.3381645562936019	0.43572470118922196	0	0	1.6854423868312758	1.8273948094442392	GADD45B;SPDEF
Establishment Of Protein Localization To Organelle (GO:0072594)	1/85	0.3419039487323971	0.43713444895960246	0	0	2.4322533136966125	2.6103561158195174	BCL3
Regulation Of Osteoblast Differentiation (GO:0045667)	1/85	0.3419039487323971	0.43713444895960246	0	0	2.4322533136966125	2.6103561158195174	BMP6
Positive Regulation Of Amide Metabolic Process (GO:0034250)	1/85	0.3419039487323971	0.43713444895960246	0	0	2.4322533136966125	2.6103561158195174	BCL3
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	1/85	0.3419039487323971	0.43713444895960246	0	0	2.4322533136966125	2.6103561158195174	AMER1
Exocytosis (GO:0006887)	1/86	0.3451423773061049	0.4395743957597984	0	0	2.4035172832019405	2.5568575019215602	EXOC3L4
Negative Regulation Of Binding (GO:0051100)	1/86	0.3451423773061049	0.4395743957597984	0	0	2.4035172832019405	2.5568575019215602	SP100
Regulation Of Type II Interferon Production (GO:0032649)	1/87	0.34836503167995886	0.4428255498854861	0	0	2.3754495324862144	2.5049220014523534	CR1
Regulation Of Endothelial Cell Migration (GO:0010594)	1/88	0.35157198789072186	0.44433859272613224	0	0	2.3480270174191253	2.454488409664901	SP100
Negative Regulation Of Neuron Death (GO:1901215)	1/88	0.35157198789072186	0.44433859272613224	0	0	2.3480270174191253	2.454488409664901	GDNF
Positive Regulation Of Cell Adhesion (GO:0045785)	1/88	0.35157198789072186	0.44433859272613224	0	0	2.3480270174191253	2.454488409664901	LAMA1
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	1/89	0.35476332161101654	0.44666391539977507	0	0	2.321227741330834	2.4054985485233598	CD44
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	1/89	0.35476332161101654	0.44666391539977507	0	0	2.321227741330834	2.4054985485233598	PKLR
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	1/91	0.3610994225583894	0.453777031009687	0	0	2.2694158075601374	2.3116313665291885	BST1
Positive Regulation Of Neuron Projection Development (GO:0010976)	1/92	0.36424433934166944	0.4568605470680142	0	0	2.2443638835391413	2.266651257671133	RELN
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135)	1/93	0.3673739327584958	0.4599131999116775	0	0	2.21985656656208	2.2229090009650587	CD44
Sphingolipid Metabolic Process (GO:0006665)	1/94	0.3704882767624049	0.4629352569753301	0	0	2.195876288659794	2.180359077073003	SGPP2
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	1/95	0.37358744483863165	0.4650627064851695	0	0	2.17240622943628	2.1389580797658323	BMP6
Regulation Of Protein Phosphorylation (GO:0001932)	2/265	0.37359802896161126	0.4650627064851695	0	0	1.555687579214195	1.5316908625248868	BST1;RELN
Regulation Of Protein Metabolic Process (GO:0051246)	1/96	0.37667151024895884	0.4680072711927853	0	0	2.1494302767227347	2.098664596023561	LILRB2
Positive Regulation Of Apoptotic Process (GO:0043065)	2/270	0.38234406910402374	0.47416403316652855	0	0	1.5262748756218905	1.4674131254831	GADD45B;SPDEF
Cellular Response To Insulin Stimulus (GO:0032869)	1/99	0.3858338168827518	0.4775957920589868	0	0	2.083315800547023	1.9840427369076143	PKLR
Hemopoiesis (GO:0030097)	1/101	0.3918678339774621	0.4832549221251911	0	0	2.0414432989690723	1.9124866614141072	KITLG
Visual Perception (GO:0007601)	1/101	0.3918678339774621	0.4832549221251911	0	0	2.0414432989690723	1.9124866614141072	CRYBG3
Activation Of GTPase Activity (GO:0090630)	1/102	0.3948628007367752	0.4842380543358226	0	0	2.021128917015413	1.8780671757208598	RAP1GAP2
Calcium Ion Homeostasis (GO:0055074)	1/102	0.3948628007367752	0.4842380543358226	0	0	2.021128917015413	1.8780671757208598	ALPL
Sensory Perception Of Light Stimulus (GO:0050953)	1/102	0.3948628007367752	0.4842380543358226	0	0	2.021128917015413	1.8780671757208598	CRYBG3
Positive Regulation Of Inflammatory Response (GO:0050729)	1/104	0.4008090043986375	0.489713034949167	0	0	1.9816835151636474	1.8117943093828681	NLRP10
Positive Regulation Of Kinase Activity (GO:0033674)	1/104	0.4008090043986375	0.489713034949167	0	0	1.9816835151636474	1.8117943093828681	RELN
